value,blockHash,blockNumber,confirmations,contractAddress,cumulativeGasUsed,from,gas,gasPrice,gasUsed,hash,input,logIndex,nonce,timeStamp,to,tokenDecimal,tokenName,tokenSymbol,transactionIndex
3959999960400000000000,0xbebf8508738b3435902a240cd3972e805c638ef42dcdc675f4300e02d3c19879,3637576,2555288,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,362428,0x0000000000000000000000000000000000000000,393466,,315575,0xaf1a29e237ed26a0da02a4ab3ccd0ef8139bc110d2f736c1ee6a1c22b7fb2e3d,0x549230c900000000000000000000000028330c0a2204e5c78e94f643248b7a75c4ab00bb00000000000000000000000000000000000000000000024b5dd4b5b5ad6c000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000040000000000000000000000000ac0b5309444d6ba38e9aa2b9d04ca59301107eed0000000000000000000000000000000000000000000000000000000000000006,6,16,2024-05-21 12:31:55,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
653972596200000000000,0x514f16235cda6e8c9fcb08087e7378861e6b8d8d22bd2ad3b751ef096644fe95,3633634,2559230,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,286787,0x0000000000000000000000000000000000000000,287538,,239946,0x102fe083dccd5f83bfe75eb8e496acac5c668e6c2a23680ac775b84f117b8015,0x20f8e94e0000000000000000000000000000000000000000000000000000000000000006,1,14,2024-05-21 10:20:31,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
8571963384600000000000,0x5b2010ea5bee8f2bd82441b95f4081ab078cedfe87502a9a43ab57861aeba821,3632983,2559881,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,787419,0x0000000000000000000000000000000000000000,800762,,638230,0x5be4bac1bde6bda37e01a69c12745350b2b2a83b91d1c48705207f775c89ffaa,0xee9eb0a5000000000000000000000000dcf447711c03e1d7b43dae1b684501058ecb8d1700000000000000000000000030c52d4885165cafa5ce01a9d23ed44d1547924000000000000000000000000000000000000000000001d01379774ca50b72865600000000000000000000000000000000000000000000000009935f581f05000000000000000000000000000000000000000000000001a1ab2084f82e23e71280000000000000000000000000000000000000000000000000089e3c35b584800000000000000000000000000000000000000000000000000000000000664c7169000000000000000000000000107e569b61679b553826b7aa3a62efc93e3437e4000000000000000000000000c3ff47bcd686f1dbddd3e813d575863c9c97c5020000000000000000000000000000000000000000000000000000000000000000,13,4,2024-05-21 09:58:49,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,3
93424656600000000000,0x8512e09c2ffa0c15598dfcd9fcecf75a43ffd46710401cdec5851775724fb7bc,3624450,2568414,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,336841,0x0000000000000000000000000000000000000000,353245,,290000,0x3548679f8cfd991fa464054992606cb0b3ca4e14dc549d0c2b9cdbfc64344e24,0x1c75e36900000000000000000000000028330c0a2204e5c78e94f643248b7a75c4ab00bb0000000000000000000000000000000000000000000000296aa140278e700000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000400000000000000000000000005b37d8f4f278ca22dda5c136735dd13c33101cfd0000000000000000000000000000000000000000000000000000000000000003,4,51,2024-05-21 05:14:23,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
11050228200000000000,0xb5ad50667bfc85f172e9fce3841fed59eef69951608dfbda1bbe717903ba6258,3624357,2568507,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,271172,0x0000000000000000000000000000000000000000,271911,,224319,0x0908acd359671f052a2b1bcb2993b6f2b85b0d03e5b76dabe73b0c362753ba57,0x20f8e94e0000000000000000000000000000000000000000000000000000000000000004,1,49,2024-05-21 05:11:17,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
19086757800000000000,0xad51f32d8dc45be96f6d309f9dc0c7fad9c451ece2e074e0b691f0d64556ec6e,3624346,2568518,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,282799,0x0000000000000000000000000000000000000000,293138,,235946,0xb181a1e4404468d0a3d99b71c1e1e41f1c055ac4ea25f1b8e5e66e7ec5dc6a22,0x20f8e94e0000000000000000000000000000000000000000000000000000000000000003,1,48,2024-05-21 05:10:55,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
17077625400000000000,0x18632729f5e4e6f4c4c454329ca6f0d167be936f2dd67eb2edefd00eca658d1c,3624327,2568537,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,271172,0x0000000000000000000000000000000000000000,271911,,224319,0x78fc6ed0d58fd27c3d6d997a60ba71aadeeb6763028987e25cafbcd7b79c0119,0x20f8e94e000000000000000000000000000000000000000000000000000000000000000d,1,47,2024-05-21 05:10:17,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
71324200200000000000,0x9fd2268b987416f5b600a34493e02774ae0db3983278c43033eade299b398120,3624310,2568554,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,271172,0x0000000000000000000000000000000000000000,271911,,224319,0x82b9c84298dc623a946cc862ef481f0ca683ec62627f44201c2d7251f7bae88a,0x20f8e94e000000000000000000000000000000000000000000000000000000000000000c,1,46,2024-05-21 05:09:43,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
36992145748800000000000,0x1f11a1ecaccf56af1d89cac41be86568d680e836d73202c1bf37396f7383c4e5,3624239,2568625,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,267172,0x0000000000000000000000000000000000000000,358000,,220319,0xec57bae9f879ff9f9f85a0c32f83f6387242a60da92863efe95924f9aca9e2c0,0x20f8e94e000000000000000000000000000000000000000000000000000000000000000b,1,45,2024-05-21 05:07:21,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
5022831000000000000,0xc9c82ca8015b0700d5b5fa1021680ce13ca89f320402bb5701c5341bf8fd229b,3587415,2605449,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,288587,0x0000000000000000000000000000000000000000,289338,,241746,0x19d689a45697dce2479f12ffc23b9099fad5f1537cd9c2cbe7f0c696c53e99ef,0x20f8e94e0000000000000000000000000000000000000000000000000000000000000001,1,290,2024-05-20 08:39:53,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
11482191666000000000000,0x6b6a92ffad32e822414a0f4f7a4af50f23fd10a7c994ebf38b38eccf8eaad4d7,3587410,2605454,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,268687,0x0000000000000000000000000000000000000000,272238,,221846,0xaa74752664b3468569db95e0cecff59aac8266418e58892a0f85ee980760d4d0,0x20f8e94e0000000000000000000000000000000000000000000000000000000000000001,1,289,2024-05-20 08:39:43,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
70319634000000000000,0xe1bbf06e79b543a4c5620713ef6612926845e7ab72ed45adfe3190c6de98d81b,3575980,2616884,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,336841,0x0000000000000000000000000000000000000000,353245,,290000,0x83b21078f743875746ea9f01b3564eee56f2e5f8f124738f4099f2ee04078cb6,0x1c75e36900000000000000000000000028330c0a2204e5c78e94f643248b7a75c4ab00bb000000000000000000000000000000000000000000000019cdd3b60b3df00000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000400000000000000000000000005b37d8f4f278ca22dda5c136735dd13c33101cfd0000000000000000000000000000000000000000000000000000000000000003,4,44,2024-05-20 02:18:43,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
37168949400000000000,0x08862faac5618406c637b0c9ea91091124314f5c9f8345509c8a63c8773a82b1,3575910,2616954,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,271160,0x0000000000000000000000000000000000000000,271911,,224319,0xe237438394dd6ecef3e51ed265e7602e0004f7c7f8d317753b64bcd3320efb5e,0x20f8e94e0000000000000000000000000000000000000000000000000000000000000004,1,42,2024-05-20 02:16:23,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
45906666207600000000000,0x896636a111a2e588dba070875a0b262926f04fffb9513da6aa43020d1e42e4f0,3575873,2616991,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,282787,0x0000000000000000000000000000000000000000,293138,,235946,0xfb7e61dcb38e0a9708edcd64d7415e0e0564afaea02d8ab384768cca644ce38a,0x20f8e94e0000000000000000000000000000000000000000000000000000000000000003,1,41,2024-05-20 02:15:09,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
365662096800000000000,0x947c894e3d36150ccab0a29a78603d9c44e2fa5df9c2617e660e7e48e1660c4b,3530175,2662689,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,724837,0x0000000000000000000000000000000000000000,850183,,677984,0x5e9da2c5041e2b41aa66f157008c4fa712d3b3da8b9718cc19426f91496b5139,0xee9eb0a500000000000000000000000030c52d4885165cafa5ce01a9d23ed44d15479240000000000000000000000000da309e8e33ca427074b5735df3901f64fb4cd61000000000000000000000000000000000000000000000000000015a4bdb25c89700000000000000000000000000000000000000000000004da65ec5d213c230f40000000000000000000000000000000000000000000000000001535ed1a5072300000000000000000000000000000000000000000000004c18cd846c987bbf550000000000000000000000000000000000000000000000000000000066494e43000000000000000000000000934d209b19653d8a9fd6f5d054c4149decf1abeb0000000000000000000000005b37d8f4f278ca22dda5c136735dd13c33101cfd0000000000000000000000000000000000000000000000000000000000ed4e00,9,38,2024-05-19 00:51:53,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
49223743800000000000,0xf8a7a1fd0d035e56a1c673de095974ad833c298341355b6f1a1aa8c87186122b,3529811,2663053,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,495226,0x0000000000000000000000000000000000000000,514012,,448385,0x94cce7e3fefe03389503ab919bdeb2b990fbc00c0e4d23c68d6d24cc76cb5387,0x1c75e36900000000000000000000000028330c0a2204e5c78e94f643248b7a75c4ab00bb00000000000000000000000000000000000000000000015dfaff82a561e00000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000400000000000000000000000005b37d8f4f278ca22dda5c136735dd13c33101cfd0000000000000000000000000000000000000000000000000000000000000003,4,33,2024-05-19 00:39:45,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
230045659800000000000,0x46b4ddf8fa0dcdec98fe0f7e685c890f6724c47f2d0a52c0fe3f3d5b08dd8309,3529762,2663102,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,345381,0x0000000000000000000000000000000000000000,383510,,298540,0xaf1cafafb73a1464c08ccd5e4b1685a1913c9ccf44a7d1b40e12a5a3ed763985,0x549230c900000000000000000000000028330c0a2204e5c78e94f643248b7a75c4ab00bb00000000000000000000000000000000000000000000015d99be17c6a7f0000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000040000000000000000000000000063ba27aa795d6e93ff83938c2e3c603518d64fa000000000000000000000000000000000000000000000000000000000000000b,6,31,2024-05-19 00:38:07,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
14404474741800000000000,0x2da146f39a8cd99ddf6fdb781e8ba3a207d7bfb1aad02ae47c640d1550667e6f,3529533,2663331,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,759019,0x0000000000000000000000000000000000000000,893197,,712178,0xd88febbdecb3176f6c9345f25b27b5416ccb89bf3133c5078e2dcbc11a254282,0xee9eb0a500000000000000000000000030c52d4885165cafa5ce01a9d23ed44d15479240000000000000000000000000da309e8e33ca427074b5735df3901f64fb4cd61000000000000000000000000000000000000000000000000000017ca284c9993b000000000000000000000000000000000000000000000055597f39cbc4f02a4400000000000000000000000000000000000000000000000000017505ab177c90000000000000000000000000000000000000000000000053a481cd1ebbe11f2e000000000000000000000000000000000000000000000000000000006649493d000000000000000000000000934d209b19653d8a9fd6f5d054c4149decf1abeb0000000000000000000000005b37d8f4f278ca22dda5c136735dd13c33101cfd0000000000000000000000000000000000000000000000000000000000ed4e00,10,30,2024-05-19 00:30:29,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
3381369829200000000000,0xbb0d351e3cbf2b9ffb50a542de8148dd47f7a477e769ef99a0510edad397866d,3515194,2677670,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,286775,0x0000000000000000000000000000000000000000,287538,,239946,0x5f32c72ff14f27d0a051cf42169e07ba7b646b806d3a6f797e234ccc115defd3,0x20f8e94e000000000000000000000000000000000000000000000000000000000000000b,1,25,2024-05-18 16:32:31,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
6555799021200000000000,0x2daab101d6c944ee153523661b7a37fd2fb23ed9b69c62308bc89aaabfeb079f,3511828,2681036,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,291170,0x0000000000000000000000000000000000000000,301521,,244329,0xecb953663523462cde4142030fc964d30d0013d2864a61103d7ede98f7df00a9,0x20f8e94e000000000000000000000000000000000000000000000000000000000000000a,1,16,2024-05-18 14:40:19,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
7031963400000000000,0xca95d53abfbbb99206905d0d74e32f06fbf24bdcd215b4fa5938960556f0cfe0,3505302,2687562,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,288272,0x0000000000000000000000000000000000000000,289011,,241419,0xb124b710a98a903343558952dd88319862c051b326002b1629b36c3091856265,0x20f8e94e0000000000000000000000000000000000000000000000000000000000000001,1,287,2024-05-18 11:02:47,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
6027397200000000000,0x14efc7708ea968befaf48d7768643d74c530fc1068fa3a79439333e013f5b40d,3505295,2687569,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,271499,0x0000000000000000000000000000000000000000,272238,,224646,0x1fc32cd2c2dc6191e8a2b4c0a7c7bf7b66850d4061385c0d640201500a629e63,0x20f8e94e0000000000000000000000000000000000000000000000000000000000000001,1,286,2024-05-18 11:02:33,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
22100456400000000000,0x9a8170280416c152db410e2a982856bc1d603c1e073c4e4bb69b9a074a518863,3505289,2687575,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,268699,0x0000000000000000000000000000000000000000,272238,,221846,0x480ae7a3d6a6bdf8ab91eb2a04fb7fbb6857ff8a82a09b6fa751853f41b75af3,0x20f8e94e0000000000000000000000000000000000000000000000000000000000000001,1,285,2024-05-18 11:02:21,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
11050228200000000000,0x6f4978d26d818a8a9f4545abee3b105279022b650719912b54e1aaed78d25109,3505267,2687597,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,288272,0x0000000000000000000000000000000000000000,289011,,241419,0x4a7c2024f9a106af497965b94ca18442503f4efd0825551f6b7366d747c50bcd,0x20f8e94e0000000000000000000000000000000000000000000000000000000000000001,1,284,2024-05-18 11:01:37,0xd7da5c809ff83a5b798ef26c43dafdce8b5a9595,18,Swamps GOV,GSWP,1
