value,blockHash,blockNumber,confirmations,contractAddress,cumulativeGasUsed,from,gas,gasPrice,gasUsed,hash,input,logIndex,nonce,timeStamp,to,tokenDecimal,tokenName,tokenSymbol,transactionIndex,tokenID
6000000000000000000000000,0x6e35f5253090ffae35337d13d4641d8a5702c5c07d5f9aa7d624705089ab8a18,2984809,3208053,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,119727,0xa67c820b9b50d8075ca99f46e86304ec7aefe168,78392,,72874,0x1e707c06075e4b4390470bbdee0a62232da3cf468ebcd4fb0cd6e7622bd20804,0x0e93b35c000000000000000000000000dcf447711c03e1d7b43dae1b684501058ecb8d1700000000000000000000000000000000000000000004f68ca6d8cd91c600000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000002a30786136374338323042394235306438303735434139396634364538363330344543374165464531363800000000000000000000000000000000000000000000,0,14,2024-05-06 09:53:01,0xecd1d7553afdd6012083845bafdb39172d1bb7f0,18,Swamps GOV,GSWP,1,
1000000000000000000,0xf6372e5122e3fae181eec09a9903935ddc1dc8cc46663fe2cd00b471c40523b6,2811638,3381224,0xf7ade41d0e6422309a2e0d1338e34c5280e2076b,178761,0x8a9eee290ffcf4f594e1ee8f0931ff1a1d82ec5d,167025,,131920,0x7406bd3c18635525b71e7d9ca1522251426bc52c6fd01470e1bc1e1743930dff,0x6198e33900000000000000000000000000000000000000000000000000000000000f4240,1,11,2024-05-02 09:40:39,0xa67c820b9b50d8075ca99f46e86304ec7aefe168,18,Tether USD,USDT,1,
5000000000000000000000000,0xe7c2c0c94db2d8a68bae3ff99f1a4cc14b1f30f9ca4826cafa3a73b8904040d1,2802674,3390188,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,81485,0x00e30ef3d51329404dfa84145ae19d8f59987169,51948,,34632,0x837cc37b59971ad7f5b1685dd5802b392aba34889f15a93bd6e427df581da76b,0xa9059cbb000000000000000000000000a67c820b9b50d8075ca99f46e86304ec7aefe1680000000000000000000000000000000000000000000422ca8b0a00a425000000,0,0,2024-05-02 04:41:51,0xa67c820b9b50d8075ca99f46e86304ec7aefe168,18,Swamps GOV,GSWP,1,
147648230602333005,0xfe8457d6197ee037fd3a2eee2cd2cba4af4ac868cb4c5fa6e19744b1a73a9c9f,2697503,3495359,0x53f79ff3677f1133738da918b8edc5b7aba9f16f,2770582,0x0000000000000000000000000000000000000000,2750643,,2723741,0xcec1232f8b285471002e27d1f4a8680a99b4a3952209152ab9dfcdeebb7b1d99,0xe8e33700000000000000000000000000dcf447711c03e1d7b43dae1b684501058ecb8d17000000000000000000000000f7ade41d0e6422309a2e0d1338e34c5280e2076b0000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000004d72fc081a80000000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000004d72fc081a8000000000000000000000000000a67c820b9b50d8075ca99f46e86304ec7aefe16800000000000000000000000000000000000000000000000000000000662fe50b,7,9,2024-04-29 18:16:09,0xa67c820b9b50d8075ca99f46e86304ec7aefe168,18,Swamps LPs,SWAMPS-LP,1,
21800000000000000,0xfe8457d6197ee037fd3a2eee2cd2cba4af4ac868cb4c5fa6e19744b1a73a9c9f,2697503,3495359,0xf7ade41d0e6422309a2e0d1338e34c5280e2076b,2770582,0xa67c820b9b50d8075ca99f46e86304ec7aefe168,2750643,,2723741,0xcec1232f8b285471002e27d1f4a8680a99b4a3952209152ab9dfcdeebb7b1d99,0xe8e33700000000000000000000000000dcf447711c03e1d7b43dae1b684501058ecb8d17000000000000000000000000f7ade41d0e6422309a2e0d1338e34c5280e2076b0000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000004d72fc081a80000000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000004d72fc081a8000000000000000000000000000a67c820b9b50d8075ca99f46e86304ec7aefe16800000000000000000000000000000000000000000000000000000000662fe50b,5,9,2024-04-29 18:16:09,0x53f79ff3677f1133738da918b8edc5b7aba9f16f,18,Tether USD,USDT,1,
1000000000000000000,0xfe8457d6197ee037fd3a2eee2cd2cba4af4ac868cb4c5fa6e19744b1a73a9c9f,2697503,3495359,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,2770582,0xa67c820b9b50d8075ca99f46e86304ec7aefe168,2750643,,2723741,0xcec1232f8b285471002e27d1f4a8680a99b4a3952209152ab9dfcdeebb7b1d99,0xe8e33700000000000000000000000000dcf447711c03e1d7b43dae1b684501058ecb8d17000000000000000000000000f7ade41d0e6422309a2e0d1338e34c5280e2076b0000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000004d72fc081a80000000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000004d72fc081a8000000000000000000000000000a67c820b9b50d8075ca99f46e86304ec7aefe16800000000000000000000000000000000000000000000000000000000662fe50b,3,9,2024-04-29 18:16:09,0x53f79ff3677f1133738da918b8edc5b7aba9f16f,18,Swamps GOV,GSWP,1,
2000000000000000000,0xc3fe82f7fa09678559b03eb18892b55bddc2950513415c53ad91a590abd632a5,2697436,3495426,0xf7ade41d0e6422309a2e0d1338e34c5280e2076b,105440,0xa2a2d0f55ae5453a5e8e0690e76e1c668bfa0d18,88546,,58599,0x464b8272487449068859e97d750f7244bb15e295c6c14fd4d843c116f19c6c42,0xa9059cbb000000000000000000000000a67c820b9b50d8075ca99f46e86304ec7aefe1680000000000000000000000000000000000000000000000001bc16d674ec80000,0,141,2024-04-29 18:13:55,0xa67c820b9b50d8075ca99f46e86304ec7aefe168,18,Tether USD,USDT,1,
60000000000000000000,0xf193b8fb76b7745c2352c0607bed17c3343468bdd6d4af2f8e8b66fcf6fb3824,2505510,3687352,0x555f5b7ac35f5d83e71041d1f35eca10c10fbc9b,162226,0x659bf10eac587bf5a45e11daba3b0a1043789eb7,115385,,115385,0xeaa11d7fb0913e43e216a2e084a9afce27bfe9d2ee4f4ee61f3d85685a74d456,0x6198e33900000000000000000000000000000000000000000000000000000000000f4241,0,5,2024-04-25 07:36:23,0xa67c820b9b50d8075ca99f46e86304ec7aefe168,18,Wrapped SWP,WSWP,1,
170000000000000000000000000,0xdbb2a49208de8afa21640148d70316acef5c5b72c48eef4c66a9f8234884126c,2209172,3983690,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,98573,0xa67c820b9b50d8075ca99f46e86304ec7aefe168,77598,,51732,0xa207a5dbdfc8a59bc931130d1b244992246ac27acdab63cbede18fea8db79a7f,0xa9059cbb00000000000000000000000000e30ef3d51329404dfa84145ae19d8f599871690000000000000000000000000000000000000000008c9ee6775415ccea000000,0,3,2024-04-18 10:58:27,0x00e30ef3d51329404dfa84145ae19d8f59987169,18,Swamps GOV,GSWP,1,
140000000000000000000000000,0x1af1f3dcd41f4917c0ee868b0f8e65f778a1607509a407f0e1ff1f5d565c6a83,2207985,3984877,0xdcf447711c03e1d7b43dae1b684501058ecb8d17,73897,0xa67c820b9b50d8075ca99f46e86304ec7aefe168,45202,,27044,0xe383ee2af7b07c11145c35ba18a0e23bb43ada4b88712fd77ab70c46d4132f36,0xa9059cbb000000000000000000000000a67c820b9b50d8075ca99f46e86304ec7aefe16800000000000000000000000000000000000000000073ce27351811f40c000000,0,2,2024-04-18 10:18:53,0xa67c820b9b50d8075ca99f46e86304ec7aefe168,18,Swamps GOV,GSWP,1,
